file,block,n_tokens,speaker,source,translation
dom3ED_Ukyou.mes,16,24,주인공,女性より花……って、<6E5C>慰めてくれてるんですか?<485C>,
dom3ED_Ukyou.mes,17,28,UNKNOWN_76,恋の痛手はじきに癒える…….<6E5C>華は、そなたを裏切らぬ……,
dom3ED_Ukyou.mes,18,3,UNKNOWN_76,ゴホ、,
dom3ED_Ukyou.mes,19,4,UNKNOWN_76,ゴホッ、,
dom3ED_Ukyou.mes,20,6,UNKNOWN_76,ガハァッ!<485C>,
dom3ED_Ukyou.mes,21,6,주인공,右京さん!<485C>,
dom3ED_Ukyou.mes,22,19,주인공,(右京さん、命がけでこれを……!<6E5C>)<485C>,
dom3ED_Ukyou.mes,23,37,주인공,(かたじけない!<6E5C>こうなったら一から出直しだ.<6E5C>あきらめたりしないぞ!)<485C>,
dom3ED_Ukyou.mes,24,76,UNKNOWN_0a,G<0000><0000><0000><0002><000B><0003><000E><01CC><0001><001E><0000><0000><0000><0000><0000><001A><FFFF><0000><0000><0000><0000><0011><0005><0000><0000><0000><0000><0006><000A><0002><0000><0000><0001><0019><0004><0000><0000><0000><0000><000D><0000><0000><0000><0000><0000><000E><0001><FFFF><0000><0000><0000><0000><0034><0028><006D>お疲れ様!<6E5C>少しは楽しんでくれたかな?<485C>,
dom3ED_Ukyou.mes,25,12,UNKNOWN_6d,……あ!<6E5C>いっけない<0086><485C>,
dom3ED_Ukyou.mes,26,6,[효과음/내레이션],ドロンッ!<485C>,
dom3ED_Ukyou.mes,27,44,Shino,こんぷりーと、おめでとう!<6E5C>今度むささび屋に来たら、善哉<6E5C>いっぱい食べさせてあげるね!<485C>,
dom3ED_Ukyou.mes,28,5,Shino,せーのっ<485C>,
dom3ED_Ukyou.mes,29,22,UNKNOWN_1d,わたしたちをみつけてくれて、<6E5C>ありがとう!<485C>,
dom3ENC_T2_Afternoon.mes,0,4,[효과음/내레이션],ゴ~ン<485C>,
dom3ENC_T2_Afternoon.mes,1,28,UNKNOWN_74,テメェ、ヨソもんがあんまり<6E5C>ウロチョロしてんじゃねーぞ<485C>,
dom3ENC_T2_Afternoon.mes,2,8,주인공,う、狂エ門……<485C>,
dom3ENC_T2_Afternoon.mes,3,37,UNKNOWN_74,なんだ、文句あんのかァ?<6E5C>なんだったらオレ様が町案内して<6E5C>やろうかァッ!<485C>,
dom3ENC_T2_Afternoon.mes,4,12,주인공,えぇ~?いらないよ……<485C>,
dom3ENC_T2_Afternoon.mes,5,32,UNKNOWN_29,<0280><0000><0000><0000><0000><0003><0000><0003><0001><00CC><0001><0019><0013><0000><0000><0000><0000><0000><0024><0016><0075>おっ、<이름:3232>じゃねぇか<485C>,
dom3ENC_T2_Afternoon.mes,6,6,주인공,覇王丸さん<485C>,
dom3ENC_T2_Afternoon.mes,7,34,UNKNOWN_75,ちょうど小腹がすいてたんだ.<6E5C>メシを賭けて、ひと仕合い<6E5C>どうだい?<485C>,
dom3ENC_T2_Afternoon.mes,8,7,주인공,無理ですよ~<485C>,
dom3ENC_T2_Afternoon.mes,9,15,주인공,<012C><0001><0019><0014><0000><0000><0000><0000><0000><0014><0006><0076>……<485C>,
dom3ENC_T2_Afternoon.mes,10,26,주인공,右京さん、お散歩ですか?<6E5C>とてもお加減が良さそうで<485C>,
dom3ENC_T2_Afternoon.mes,11,5,UNKNOWN_76,ゴホッ、<485C>,
dom3ENC_T2_Afternoon.mes,12,5,UNKNOWN_76,ガハッ、<485C>,
dom3ENC_T2_Afternoon.mes,13,7,UNKNOWN_76,ウゴハァッ!<485C>,
dom3ENC_T2_Afternoon.mes,14,10,주인공,す、すいません……<485C>,
dom3ENC_T2_Afternoon.mes,15,31,UNKNOWN_1e,ねぇねぇ、バナナンちょうだい!<6E5C>ボク、バナナン食べたいンだ!<485C>,
dom3ENC_T2_Afternoon.mes,16,17,주인공,なんだ、この子は.頭に獣の耳!?<485C>,
dom3ENC_T2_Night.mes,0,13,Iroha,旦那様、おやすみですか?<485C>,
dom3ENC_T2_Night.mes,1,9,주인공,うむ.いろはは?<485C>,
dom3ENC_T2_Night.mes,2,31,Iroha,私も隣の部屋でやすみます.<6E5C>では、おやすみなさいませ、旦那様<485C>,
dom3ENC_T2_Night.mes,3,16,Iroha,のぞいたりしちゃ、ダメですよ?<485C>,
dom3ENC_T2_Night.mes,4,7,주인공,う、うむ……<485C>,
dom3ENC_T2_Night.mes,5,58,UNKNOWN_29,、<0000><0000><0000><0000><0003><0000><0003><0001><0134><0001><002A><0000><0000><0000><0000><0000><000E><0001><FFFF><0000><0000><0000><0000><004C><003E><0002>あれ?いろはがいない.<6E5C>もう寝てるのかな.<6E5C>なぁ、いろは……<485C>,
dom3ENC_T2_Night.mes,6,4,[효과음/내레이션],ガラッ<485C>,
dom3ENC_T2_Night.mes,7,34,Iroha,きゃ!いきなり開けないで<6E5C>ください、旦那様.<6E5C>いろははもう寝ます!<485C>,
dom3ENC_T2_Night.mes,8,6,[효과음/내레이션],ピシャンッ<485C>,
dom3ENC_T2_Night.mes,9,11,주인공,怒られてしまった……<485C>,
dom3ENC_T2_Night.mes,10,27,주인공,(むむ、いろはがいない.<6E5C>どこかに出かけてるのかな)<485C>,
dom3ENC_T2_Night.mes,11,36,주인공,(いろはって、けっこう知らない<6E5C>間に外出してるからなぁ……<6E5C>ふぁあ~)<485C>,
dom3ENC_T2_Night.mes,12,8,[효과음/내레이션],……ぐー、ぐー<485C>,
dom3ENC_T3_Afternoon.mes,0,4,[효과음/내레이션],ゴ~ン<485C>,
dom3ENC_T3_Afternoon.mes,1,15,UNKNOWN_1e,なぁ、被女.俺とお茶でも……<485C>,
dom3ENC_T3_Afternoon.mes,2,21,UNKNOWN_74,ってオマエかよ!<6E5C>さっさとどっか行けよ!<485C>,
dom3ENC_T3_Afternoon.mes,3,13,주인공,俺を女と間違えるなよ……<485C>,
dom3ENC_T3_Afternoon.mes,4,14,주인공,うぅ~ん、ハラが減った……<485C>,
dom3ENC_T3_Afternoon.mes,5,17,UNKNOWN_1e,なぁにシケた顔で歩いてるんだよ!<485C>,
dom3ENC_T3_Afternoon.mes,6,13,UNKNOWN_75,俺がカツ入れてやろうか?<485C>,
dom3ENC_T3_Afternoon.mes,7,10,주인공,勘弁してください~<485C>,
dom3ENC_T3_Afternoon.mes,8,48,UNKNOWN_29,<0144><0000><0000><0000><0000><0003><0000><0003><0002><00A4><0001><0000><0050><0042><001E>そこのおぬし、新陰流に<6E5C>入門せんか?<6E5C>まずは薪割り百本からじゃ!<485C>,
dom3ENC_T3_Afternoon.mes,9,24,주인공,な、何この<7304>眼のおじさん.<6E5C>勘弁してください~<485C>,
dom3ENC_T3_Afternoon.mes,10,14,주인공,今日は誰とも会わないな……<485C>,
dom3ENC_T3_Afternoon.mes,11,4,주인공,ヒッ!<485C>,
dom3ENC_T3_Afternoon.mes,12,7,UNKNOWN_77,……カスめが<485C>,
dom3ENC_T3_Afternoon.mes,13,11,주인공,……ふぅ、命拾いした<485C>,
dom3ENC_T3_Night.mes,0,13,Iroha,旦那様、おやすみですか?<485C>,
dom3ENC_T3_Night.mes,1,9,주인공,うむ.いろはは?<485C>,
dom3ENC_T3_Night.mes,2,31,Iroha,私も隣の部屋でやすみます.<6E5C>では、おやすみなさいませ、旦那様<485C>,
dom3ENC_T3_Night.mes,3,16,Iroha,のぞいたりしちゃ、ダメですよ?<485C>,
dom3ENC_T3_Night.mes,4,7,주인공,う、うむ……<485C>,
dom3ENC_T3_Night.mes,5,58,UNKNOWN_29,、<0000><0000><0000><0000><0003><0000><0003><0001><0134><0001><002A><0000><0000><0000><0000><0000><000E><0001><FFFF><0000><0000><0000><0000><004C><003E><0002>あれ?いろはがいない.<6E5C>もう寝てるのかな.<6E5C>なぁ、いろは……<485C>,
dom3ENC_T3_Night.mes,6,4,[효과음/내레이션],ガラッ<485C>,
dom3ENC_T3_Night.mes,7,34,Iroha,きゃ!いきなり開けないで<6E5C>ください、旦那様.<6E5C>いろははもう寝ます!<485C>,
dom3ENC_T3_Night.mes,8,6,[효과음/내레이션],ピシャンッ<485C>,
dom3ENC_T3_Night.mes,9,11,주인공,怒られてしまった……<485C>,
dom3ENC_T3_Night.mes,10,27,주인공,(むむ、いろはがいない.<6E5C>どこかに出かけてるのかな)<485C>,
dom3ENC_T3_Night.mes,11,36,주인공,(いろはって、けっこう知らない<6E5C>間に外出してるからなぁ……<6E5C>ふぁあ~)<485C>,
dom3ENC_T3_Night.mes,12,8,[효과음/내레이션],……ぐー、ぐー<485C>,
dom3ENC_T4_Afternoon.mes,0,4,[효과음/내레이션],ゴ~ン<485C>,
dom3ENC_T4_Afternoon.mes,1,14,주인공,うぅ~ん、ハラが減った……<485C>,
dom3ENC_T4_Afternoon.mes,2,5,UNKNOWN_1e,ほらよ!<485C>,
dom3ENC_T4_Afternoon.mes,3,11,주인공,む!?これはだんご!<485C>,
dom3ENC_T4_Afternoon.mes,4,22,UNKNOWN_74,フラフラしてんじゃねぇよ、<6E5C>みっともねぇ!<485C>,
dom3ENC_T4_Afternoon.mes,5,21,주인공,おまえ……ひょっとしてイイやつ<6E5C>なのか?<485C>,
dom3ENC_T4_Afternoon.mes,6,48,UNKNOWN_29,「<0000><0000><0000><0000><0003><0000><0003><0001><015C><0001><0000><0050><0042><001C>すいません…….<6E5C>覇王丸様がどこにいるか、<6E5C>ご存知ありませんか?<485C>,
dom3ENC_T4_Afternoon.mes,7,27,주인공,え?枯華院と道場にいないなら、<6E5C>わかりませんけど……<485C>,
dom3ENC_T4_Afternoon.mes,8,41,UNKNOWN_1c,そうですか…….<6E5C>もしお会いしたら、静という女が<6E5C>探していたとお伝えください……<485C>,
dom3ENC_T4_Afternoon.mes,9,34,주인공,(覇王丸さんにこんな<6E5C>美人の知り合いが!?<6E5C>どういう関係なんだろ)<485C>,
dom3ENC_T4_Afternoon.mes,10,30,주인공,(……ん?あの、物陰で何かを<6E5C>見つめているのは右京さん?)<485C>,
dom3ENC_T4_Afternoon.mes,11,5,UNKNOWN_76,<3D10>殿……<485C>,
dom3ENC_T4_Afternoon.mes,12,29,주인공,(何やら思いつめた様子だな…….<6E5C>話しかけないでおくか)<485C>,
dom3ENC_T4_Afternoon.mes,13,28,주인공,(う!牙神幻十郎だ!ここは<6E5C>そぉっと通り過ぎよう……)<485C>,
dom3ENC_T4_Afternoon.mes,14,12,[효과음/내레이션],ぴょこんっ<020A>ぴょこんっ<485C>,
dom3ENC_T4_Afternoon.mes,15,48,주인공,(ん?幻十郎のあとをカエルが<6E5C>くっついてきてるぞ.まさか、あの<6E5C>牙神幻十郎に、お供の動物!?)<485C>,
dom3ENC_T4_Night.mes,0,13,Iroha,旦那様、おやすみですか?<485C>,
dom3ENC_T4_Night.mes,1,9,주인공,うむ.いろはは?<485C>,
dom3ENC_T4_Night.mes,2,31,Iroha,私も隣の部屋でやすみます.<6E5C>では、おやすみなさいませ、旦那様<485C>,
dom3ENC_T4_Night.mes,3,16,Iroha,のぞいたりしちゃ、ダメですよ?<485C>,
dom3ENC_T4_Night.mes,4,7,주인공,う、うむ……<485C>,
dom3ENC_T4_Night.mes,5,58,UNKNOWN_29,、<0000><0000><0000><0000><0003><0000><0003><0001><0134><0001><002A><0000><0000><0000><0000><0000><000E><0001><FFFF><0000><0000><0000><0000><004C><003E><0002>あれ?いろはがいない.<6E5C>もう寝てるのかな.<6E5C>なぁ、いろは……<485C>,
dom3ENC_T4_Night.mes,6,4,[효과음/내레이션],ガラッ<485C>,
dom3ENC_T4_Night.mes,7,34,Iroha,きゃ!いきなり開けないで<6E5C>ください、旦那様.<6E5C>いろははもう寝ます!<485C>,
dom3ENC_T4_Night.mes,8,6,[효과음/내레이션],ピシャンッ<485C>,
dom3ENC_T4_Night.mes,9,11,주인공,怒られてしまった……<485C>,
dom3ENC_T4_Night.mes,10,27,주인공,(むむ、いろはがいない.<6E5C>どこかに出かけてるのかな)<485C>,
dom3ENC_T4_Night.mes,11,36,주인공,(いろはって、けっこう知らない<6E5C>間に外出してるからなぁ……<6E5C>ふぁあ~)<485C>,
dom3ENC_T4_Night.mes,12,8,[효과음/내레이션],……ぐー、ぐー<485C>,
dom3Festival.mes,0,15,[효과음/내레이션],ヒュ~、ドン<020A>パンッ<020A>パンッ<485C>,
dom3Festival.mes,1,14,주인공,何の音だ?遠くの方から……<485C>,
dom3Festival.mes,2,14,Iroha,今日は夏祭りですよ、旦那様<485C>,
dom3Festival.mes,3,5,주인공,夏祭り?<485C>,
dom3Festival.mes,4,35,Iroha,ええ、河原で花火を<6E5C>上げているのです.<6E5C>旦那様は行かれないのですか?<485C>,
dom3Festival.mes,5,6,주인공,そうだなぁ<485C>,
dom3Festival.mes,6,19,주인공,(誰かを誘って行って<6E5C>みようか……)<485C>,
dom3Festival.mes,7,8,[선택지],千夜最初のページ,
dom3Festival.mes,8,10,Nakoruru,夏祭り……ですか?<485C>,
dom3Festival.mes,9,9,주인공,何かまずいのか?<485C>,
dom3Festival.mes,10,29,UNKNOWN_7e,姉様は、これからあたしといっしょ<6E5C>に夏祭りに行くんだよ!<485C>,
dom3Festival.mes,11,9,주인공,え……そうなの?<485C>,
dom3Festival.mes,12,14,Nakoruru,そうなんです.ごめんなさい<485C>,
dom3Festival.mes,13,17,주인공,(むむ、誘うのが遅かったか……)<485C>,
dom3Festival.mes,14,9,Nakoruru,夏祭り、ですか?<485C>,
dom3Festival.mes,15,15,주인공,うん.いっしょに行かないか?<485C>,
dom3Festival.mes,16,11,Nakoruru,でも、リムルルが……<485C>,
dom3Festival.mes,17,23,주인공,あ、もしかしてふたりで行く<6E5C>予定だったのか?<485C>,
dom3Festival.mes,18,5,Nakoruru,……はい<485C>,
dom3Festival.mes,19,6,주인공,そうか……<485C>,
dom3Festival.mes,20,11,[선택지],あきらめるあきらめない,
dom3Festival.mes,21,25,주인공,そういうことなら仕方ないな.<6E5C>今回はあきらめるよ<485C>,
dom3Festival.mes,22,4,UNKNOWN_7e,ダメ!<485C>,
dom3Festival.mes,23,6,Nakoruru,リムルル?<485C>,
dom3Festival.mes,24,40,UNKNOWN_7e,姉様、たまには自分に素直になって<6E5C>よ!<이름:3232>兄様といっしょに<6E5C>行きたいんでしょ?<485C>,
dom3Festival.mes,25,7,Nakoruru,……リムルル<485C>,
dom3Festival.mes,26,14,UNKNOWN_7e,<이름:3232>兄様!姉様を頼んだよ!<485C>,
dom3Festival.mes,27,6,주인공,お、おう!<485C>,
dom3Festival.mes,28,16,UNKNOWN_7e,それじゃ、いってらっしゃーい!<485C>,
dom3Festival.mes,29,4,[효과음/내레이션],ヒュ~、,
dom3Festival.mes,30,2,[효과음/내레이션],ドン,
dom3Festival.mes,31,3,[효과음/내레이션],パンッ,
dom3Festival.mes,32,4,[효과음/내레이션],パンッ<485C>,
dom3Festival.mes,33,13,Nakoruru,とても、きれいですね……<485C>,
dom3Festival.mes,34,3,주인공,ああ<485C>,
dom3Festival.mes,35,5,Nakoruru,きゃっ!<485C>,
dom3Festival.mes,36,5,주인공,危ない!<485C>,
dom3Festival.mes,37,4,[효과음/내레이션],ガバッ<485C>,
dom3Festival.mes,38,38,주인공,どうしたんだ、ナコルル.こんな<6E5C>河原でこけそうになるなんて、<6E5C>めずらしいな<485C>,
dom3Festival.mes,39,21,Nakoruru,ご、ごめんなさい.<6E5C>どうしたのかしら……<485C>,
dom3Festival.mes,40,16,Nakoruru,あの、もう大丈夫です.肩を……<485C>,
dom3Festival.mes,41,19,주인공,しばらく、このままでも<6E5C>いいかな……<485C>,
dom3Festival.mes,42,11,Nakoruru,……はい.今だけ……<485C>,
dom3Festival.mes,43,34,UNKNOWN_29,<0134><0000><0000><0000><0000><0000><0040><0032><0002>リムルル、ここはひとつ俺と<6E5C>代わってくれないか?<485C>,
dom3Festival.mes,44,2,UNKNOWN_7e,イ。,
dom3Festival.mes,45,2,UNKNOWN_7e,ヤ。,
dom3Festival.mes,46,2,UNKNOWN_7e,だ。,
dom3Festival.mes,47,3,UNKNOWN_7e,よ!<485C>,
dom3Festival.mes,48,7,주인공,そんなぁ……<485C>,
dom3Festival.mes,49,12,Nakoruru,ごめんなさい、<이름:3232>さん<485C>,
dom3Festival.mes,50,19,주인공,はぁ、仕方ない.<6E5C>ひとりで行くか……<485C>,
dom3Festival.mes,51,21,Athena,』<0001><0000><002C><001E><006C>あら<이름:3232>さん、いいところに!<485C>,
dom3Festival.mes,52,30,주인공,え、まさか夏祭りのこと?<6E5C>そうか、詩乃さんも俺のことを……<485C>,
dom3Festival.mes,53,46,Shino,そうそう!おじいちゃんと露店を<6E5C>出すから手伝ってよ!人手はいくら<6E5C>あっても困らないからね!<485C>,
dom3Festival.mes,54,11,주인공,えぇ~、手伝いかよぉ<485C>,
dom3Festival.mes,55,29,Shino,こっちは、こんな稼ぎ時に遊んでる<6E5C>場合じゃないんだよっ!<485C>,
dom3Festival.mes,56,9,주인공,駄目だこりゃ……<485C>,
dom3Festival.mes,57,16,UNKNOWN_29,<0510><0000><0000><0000><0000><0000><001C><000E><006C>え、夏祭り?<485C>,
dom3Festival.mes,58,9,주인공,行きたくないの?<485C>,
dom3Festival.mes,59,38,Shino,そうじゃないけど、毎年祭りには<6E5C>おじいちゃんと露店を出すから、<6E5C>今年も……<485C>,
dom3Festival.mes,60,10,주인공,そうか.大変だなぁ<485C>,
dom3Festival.mes,61,10,[선택지],頑張ってね俺もやろう,
dom3Festival.mes,62,22,주인공,じゃ、邪魔しちゃ悪いな.<6E5C>お店、頑張ってね<485C>,
dom3Festival.mes,63,33,Shino,もっちろん!<이름:3232>さんだったら、<6E5C>もろこし三本は買ってくれるよね?<485C>,
dom3Festival.mes,64,10,주인공,そ、そんなには……<485C>,
dom3Festival.mes,65,12,주인공,よし、じゃあ俺もやろう<485C>,
dom3Festival.mes,66,3,Shino,え?<485C>,
dom3Festival.mes,67,34,주인공,俺も露店の手伝いをするよ.<6E5C>この材料、河原に運んだら<6E5C>いいのかな?<485C>,
dom3Festival.mes,68,7,Shino,<이름:3232>さん……<485C>,
dom3Festival.mes,69,4,[효과음/내레이션],ヒュ~、,
dom3Festival.mes,70,2,[효과음/내레이션],ドン,
dom3Festival.mes,71,3,[효과음/내레이션],パンッ,
dom3Festival.mes,72,4,[효과음/내레이션],パンッ<485C>,
dom3Festival.mes,73,13,UNKNOWN_69,おい!そば一人前おくれっ<485C>,
dom3Festival.mes,74,12,UNKNOWN_6a,こっちは、もろこしだよ<485C>,
dom3Festival.mes,75,24,주인공,はいぃ、ただいま!<6E5C>……すごい繁盛だな、こりゃ<485C>,
dom3Festival.mes,76,29,Shino,<이름:3232>さん……今日はありがとう、<6E5C>こんなに力を貸してくれて<485C>,
dom3Festival.mes,77,8,주인공,いいってことよ<485C>,
dom3Festival.mes,78,34,Shino,ふふ、<이름:3232>さんにはお店を商う<6E5C>素質があるね!<6E5C>いい発見しちゃった!<485C>,
dom3Festival.mes,79,19,주인공,(ん?<6E5C>それってどういう意味だろう)<485C>,
dom3Festival.mes,80,9,Mina,わたしに……用?<485C>,
dom3Festival.mes,81,24,주인공,うん.いっしょに夏祭りに<6E5C>行かないかと思ってさ<485C>,
dom3Festival.mes,82,27,Mina,あんな人のたくさんいるところ、<6E5C>ぜったいに行かない!<485C>,
dom3Festival.mes,83,10,UNKNOWN_7b,んじゃちゃーびら~<485C>,
dom3Festival.mes,84,19,주인공,(う……、<6E5C>ミナって人嫌いだもんな)<485C>,
dom3Festival.mes,85,7,Mina,……夏祭り?<485C>,
dom3Festival.mes,86,19,주인공,うん.<6E5C>いっしょに行かないかと思って<485C>,
dom3Festival.mes,87,3,Mina,……<485C>,
dom3Festival.mes,88,4,주인공,駄目?<485C>,
dom3Festival.mes,89,3,Mina,……<485C>,
dom3Festival.mes,90,6,Mina,……いいよ<485C>,
dom3Festival.mes,91,19,주인공,よかった!<6E5C>じゃあ、さっそく行こう!<485C>,
dom3Festival.mes,92,4,[효과음/내레이션],ヒュ~、,
dom3Festival.mes,93,2,[효과음/내레이션],ドン,
dom3Festival.mes,94,3,[효과음/내레이션],パンッ,
dom3Festival.mes,95,4,[효과음/내레이션],パンッ<485C>,
dom3Festival.mes,96,5,[효과음/내레이션],ガヤガヤ<485C>,
dom3Festival.mes,97,9,주인공,すごい人だな……<485C>,
dom3Festival.mes,98,3,Mina,……<485C>,
dom3Festival.mes,99,4,UNKNOWN_7b,ミナー<485C>,
dom3Festival.mes,100,4,주인공,ミナ?<485C>,
dom3Festival.mes,101,19,[선택지],気分でも悪いのか?静かな場所へ移ろうか,
dom3Festival.mes,102,19,주인공,どうした、ミナ?<6E5C>気分でも悪いのか?<485C>,
dom3Festival.mes,103,20,Mina,……わたし、帰る.<6E5C>行こう、チャンプル<485C>,
dom3Festival.mes,104,3,UNKNOWN_7b,う~<485C>,
dom3Festival.mes,105,10,주인공,あ、ちょっとミナ!<485C>,
dom3Festival.mes,106,25,주인공,(……ミナには、<6E5C>この人ごみはきつかったのかな)<485C>,
dom3Festival.mes,107,19,주인공,ミナ、もうちょっと向こうへ<6E5C>行こうか<485C>,
dom3Festival.mes,108,5,Mina,……うん<485C>,
dom3Festival.mes,109,26,주인공,ちょっと遠いけど、<6E5C>ここからでも花火は見れそうだな<485C>,
dom3Festival.mes,110,8,Mina,……ありがとう<485C>,
dom3Festival.mes,111,30,주인공,いいよ.俺もミナとふたりっきりで<6E5C>花火が見られてうれしいし<485C>,
dom3Festival.mes,112,9,Mina,……わたし……も<485C>,
dom3Festival.mes,113,6,주인공,そ、そうか<485C>,
dom3Festival.mes,114,16,주인공,(なんか、ドキドキするな……)<485C>,
dom3Festival.mes,115,11,Athena,<0100><0001><0000><0018><000A><006F>夏祭り?<485C>,
dom3Festival.mes,116,27,주인공,たまには稽古を早めに切り上げて、<6E5C>遊びに行かないか?<485C>,
dom3Festival.mes,117,26,Rinka,行かない.あたしには遊んでいる<6E5C>時間なんてないんだ<485C>,
dom3Festival.mes,118,20,주인공,あっ…….ったく、稽古バカなんだ<6E5C>から<485C>,
dom3Festival.mes,119,5,Rinka,夏祭り?<485C>,
dom3Festival.mes,120,15,주인공,ああ、いっしょに行かないか?<485C>,
dom3Festival.mes,121,3,Rinka,……<485C>,
dom3Festival.mes,122,25,주인공,いや、ごめん.<6E5C>稽古をサボってなんて行けないよな<485C>,
dom3Festival.mes,123,11,Rinka,……いいよ、行っても<485C>,
dom3Festival.mes,124,3,주인공,え?<485C>,
dom3Festival.mes,125,30,Rinka,いっしょに行ってやるって言ってん<6E5C>だ.ほら、早く用意しろ!<485C>,
dom3Festival.mes,126,8,주인공,え、は、はい!<485C>,
dom3Festival.mes,127,4,[효과음/내레이션],ヒュ~、,
dom3Festival.mes,128,2,[효과음/내레이션],ドン,
dom3Festival.mes,129,3,[효과음/내레이션],パンッ,
dom3Festival.mes,130,4,[효과음/내레이션],パンッ<485C>,
dom3Festival.mes,131,7,주인공,きれいだなぁ<485C>,
dom3Festival.mes,132,15,Rinka,……み、見えないよ!むぎゅっ<485C>,
dom3Festival.mes,133,19,주인공,え?<6E5C>ああ、チビだから見えないんだな<485C>,
dom3Festival.mes,134,11,Rinka,チビなんかじゃない!<485C>,
dom3Festival.mes,135,15,[선택지],肩車してやる人ごみから抜け出る,
dom3Festival.mes,136,17,[선택지],<0200><0001><000B><0002><0001><0001><0000><0000><0000><0018><000A><FFFF>ヒョイッ<485C>,
dom3Festival.mes,137,11,Rinka,わっ!何するんだよ!<485C>,
dom3Festival.mes,138,21,주인공,こうすれば、誰よりもよーく<6E5C>見えるだろ?<485C>,
dom3Festival.mes,139,23,Rinka,バカ!あたしは子どもじゃないん<6E5C>だ!降ろせ!<485C>,
dom3Festival.mes,140,17,주인공,照れるな、照れるな.楽しいだろ?<485C>,
dom3Festival.mes,141,3,Rinka,……<485C>,
dom3Festival.mes,142,15,주인공,どうした?そんなに嫌なのか?<485C>,
dom3Festival.mes,143,44,Rinka,ううん.ちょっと昔を思い出しただ<6E5C>け.父さんにも、同じことをしても<6E5C>らったな、って……<485C>,
dom3Festival.mes,144,3,주인공,……<485C>,
dom3Festival.mes,145,3,UNKNOWN_7a,ヂ~<485C>,
dom3Festival.mes,146,38,UNKNOWN_29,<0174><0000><0000><0000><0000><0000><0048><003A><0002>この人ごみじゃ、凛花には酷だな.<6E5C>よし、ちょっと抜けるか<485C>,
dom3Festival.mes,147,3,Rinka,え?<485C>,
dom3Festival.mes,148,4,[효과음/내레이션],ぎゅっ<485C>,
dom3Festival.mes,149,13,주인공,しっかり手を握ってろよ!<485C>,
dom3Festival.mes,150,19,주인공,……ふぅ、ここらへんなら<6E5C>空いてるな<485C>,
dom3Festival.mes,151,24,UNKNOWN_7e,あたしをどこに連れてくのよ!<6E5C>ぷんすかぷーん!<485C>,
dom3Festival.mes,152,11,주인공,でぇ!?間違えたぁ?<485C>,
dom3Festival.mes,153,37,Saya,夏祭り?ちょうどよかった.<6E5C>ワタシも<이름:3232>ちゃんを<6E5C>誘おうと思っていたのよ<485C>,
dom3Festival.mes,154,5,주인공,やった!<485C>,
dom3Festival.mes,155,10,UNKNOWN_1e,サヤ、お待たせー!<485C>,
dom3Festival.mes,156,24,주인공,(え?凛花もいっしょなのか?<6E5C>ま、まあいいか)<485C>,
dom3Festival.mes,157,19,UNKNOWN_1e,サヤ殿、<7408>者は…….<6E5C>ゴホッ、ゴホッ<485C>,
dom3Festival.mes,158,14,주인공,(え?もしや右京さんも?)<485C>,
dom3Festival.mes,159,24,Saya,右京先生は寝ていたほうがよさそう<6E5C>ね、残念だわ<485C>,
dom3Festival.mes,160,6,UNKNOWN_76,……すまぬ<485C>,
dom3Festival.mes,161,5,주인공,(ほっ)<485C>,
dom3Festival.mes,162,21,Saya,じゃあ、あとは狂エ門クンね.<6E5C>遅いわねぇ<485C>,
dom3Festival.mes,163,10,주인공,え!?狂エ門も!?<485C>,
dom3Festival.mes,164,24,Saya,モチロン、みんなで行った方が<6E5C>楽しいじゃない!<485C>,
dom3Festival.mes,165,11,주인공,(や、やられた……)<485C>,
dom3Festival.mes,166,40,Saya,夏祭り?それはふたりっきりって<6E5C>意味かしら.それともみんなに声を<6E5C>かけてるノ?<485C>,
dom3Festival.mes,167,25,주인공,もちろんサヤさんだけに決まってる<6E5C>じゃないですか<485C>,
dom3Festival.mes,168,27,Saya,ソウ.<이름:3232>ちゃんのお願い<6E5C>だったら叶えてあげないとネ<485C>,
dom3Festival.mes,169,5,주인공,やった!<485C>,
dom3Festival.mes,170,4,[효과음/내레이션],ヒュ~、,
dom3Festival.mes,171,2,[효과음/내레이션],ドン,
dom3Festival.mes,172,3,[효과음/내레이션],パンッ,
dom3Festival.mes,173,4,[효과음/내레이션],パンッ<485C>,
dom3Festival.mes,174,6,Saya,キレイねぇ<485C>,
dom3Festival.mes,175,5,주인공,はい……<485C>,
dom3Festival.mes,176,22,Saya,一瞬の命だからキレイに見えるのか<6E5C>しら……<485C>,
dom3Festival.mes,177,12,[선택지],そうかもそんなことはない,
dom3Festival.mes,178,35,[선택지],<011C><0001><0000><0048><003A><0002>確かにそうかも知れませんね.<6E5C>花の命も短いって言うし……<485C>,
dom3Festival.mes,179,49,Saya,それって女性を花にたとえた言葉よ<6E5C>ね?<이름:3232>ちゃんはワタシに長生き<6E5C>してほしくないってことかしら?<485C>,
dom3Festival.mes,180,25,주인공,な、なんで怒るんですか、<6E5C>自分で言ったくせに……<485C>,
dom3Festival.mes,181,35,주인공,そんなことはないですよ.<6E5C>きれいな物はきれい.<6E5C>時間など関係ないです<485C>,
dom3Festival.mes,182,26,Saya,あら、花の命だって短いからキレイ<6E5C>って言うじゃない<485C>,
dom3Festival.mes,183,13,주인공,花はまた次の年に<511C>きます<485C>,
